datetime,lvl_cm,temp_C
2024-08-24 23:00:00,777.48,9.519
2024-08-24 23:30:00,777.8,9.678
2024-08-25 00:00:00,778.08,9.814
2024-08-25 00:30:00,778.21,9.91
2024-08-25 01:00:00,778.15,9.961
2024-08-25 01:30:00,778.13,9.968
2024-08-25 02:00:00,778.04,9.934
2024-08-25 02:30:00,778.04,9.865
2024-08-25 03:00:00,777.98,9.762
2024-08-25 03:30:00,777.82,9.638
2024-08-25 04:00:00,777.79,9.509
2024-08-25 04:30:00,778.34,9.386
2024-08-25 05:00:00,778.5,9.265
2024-08-25 05:30:00,778.66,9.141
2024-08-25 06:00:00,778.75,9.015
2024-08-25 06:30:00,778.9,8.887
2024-08-25 07:00:00,778.69,8.762
2024-08-25 07:30:00,778.42,8.641
2024-08-25 08:00:00,778.12,8.513
2024-08-25 08:30:00,777.87,8.387
2024-08-25 09:00:00,777.74,8.255
2024-08-25 09:30:00,778.61,8.125
2024-08-25 10:00:00,778.81,7.988
2024-08-25 10:30:00,779.03,7.849
2024-08-25 11:00:00,779.39,7.709
2024-08-25 11:30:00,779.43,7.566
2024-08-25 12:00:00,779.18,7.426
2024-08-25 12:30:00,778.95,7.285
2024-08-25 13:00:00,778.74,7.144
2024-08-25 13:30:00,779.54,7.009
2024-08-25 14:00:00,779.79,6.872
2024-08-25 14:30:00,779.97,6.743
2024-08-25 15:00:00,780.11,6.617
2024-08-25 15:30:00,780.02,6.498
2024-08-25 16:00:00,779.7,6.389
2024-08-25 16:30:00,779.49,6.306
2024-08-25 17:00:00,779.45,6.309
2024-08-25 17:30:00,779.54,6.412
2024-08-25 18:00:00,779.68,6.534
2024-08-25 18:30:00,779.86,6.699
2024-08-25 19:00:00,780.19,6.936
2024-08-25 19:30:00,780.64,7.244
2024-08-25 20:00:00,781.17,7.622
2024-08-25 20:30:00,781.67,8.046
2024-08-25 21:00:00,782.01,8.507
2024-08-25 21:30:00,782.23,8.981
2024-08-25 22:00:00,782.51,9.42
2024-08-25 22:30:00,782.38,9.805
2024-08-25 23:00:00,782.59,10.142
2024-08-25 23:30:00,782.71,10.423
2024-08-26 00:00:00,782.91,10.656
2024-08-26 00:30:00,782.47,10.804
2024-08-26 01:00:00,782.6,10.901
2024-08-26 01:30:00,782.65,10.94
2024-08-26 02:00:00,782.68,10.931
2024-08-26 02:30:00,782.77,10.885
2024-08-26 03:00:00,782.94,10.814
2024-08-26 03:30:00,782.98,10.732
2024-08-26 04:00:00,783.13,10.641
2024-08-26 04:30:00,783.14,10.549
2024-08-26 05:00:00,783.18,10.45
2024-08-26 05:30:00,783.17,10.346
2024-08-26 06:00:00,783.07,10.243
2024-08-26 06:30:00,782.99,10.138
2024-08-26 07:00:00,783.04,10.032
2024-08-26 07:30:00,783.08,9.922
2024-08-26 08:00:00,783.16,9.818
2024-08-26 08:30:00,782.99,9.713
2024-08-26 09:00:00,782.94,9.612
2024-08-26 09:30:00,782.94,9.509
2024-08-26 10:00:00,782.96,9.405
2024-08-26 10:30:00,782.97,9.301
2024-08-26 11:00:00,782.89,9.193
2024-08-26 11:30:00,782.67,9.082
2024-08-26 12:00:00,782.51,8.968
2024-08-26 12:30:00,782.34,8.851
2024-08-26 13:00:00,782.28,8.735
2024-08-26 13:30:00,782.28,8.619
2024-08-26 14:00:00,783.14,8.5
2024-08-26 14:30:00,783.28,8.385
2024-08-26 15:00:00,783.4,8.276
2024-08-26 15:30:00,783.37,8.171
2024-08-26 16:00:00,783.52,8.076
2024-08-26 16:30:00,783.62,8.003
2024-08-26 17:00:00,783.68,8.013
2024-08-26 17:30:00,783.8,8.136
2024-08-26 18:00:00,783.99,8.28
2024-08-26 18:30:00,784.24,8.468
2024-08-26 19:00:00,784.42,8.725
2024-08-26 19:30:00,784.79,9.052
2024-08-26 20:00:00,785.06,9.445
2024-08-26 20:30:00,785.14,9.896
2024-08-26 21:00:00,785.05,10.381
2024-08-26 21:30:00,785.2,10.877
2024-08-26 22:00:00,784.82,11.342
2024-08-26 22:30:00,784.58,11.774
2024-08-26 23:00:00,784.49,12.131
2024-08-26 23:30:00,784.67,12.421
2024-08-27 00:00:00,784.83,12.614
2024-08-27 00:30:00,784.94,12.747
2024-08-27 01:00:00,784.93,12.819
2024-08-27 01:30:00,784.91,12.835
2024-08-27 02:00:00,784.77,12.791
2024-08-27 02:30:00,784.74,12.714
2024-08-27 03:00:00,784.57,12.607
2024-08-27 03:30:00,784.43,12.494
2024-08-27 04:00:00,784.39,12.371
2024-08-27 04:30:00,784.22,12.248
2024-08-27 05:00:00,784.13,12.122
2024-08-27 05:30:00,784.05,11.988
2024-08-27 06:00:00,783.94,11.849
2024-08-27 06:30:00,783.76,11.712
2024-08-27 07:00:00,783.62,11.572
2024-08-27 07:30:00,783.61,11.432
2024-08-27 08:00:00,783.48,11.291
2024-08-27 08:30:00,783.33,11.152
2024-08-27 09:00:00,783.09,11.025
2024-08-27 09:30:00,782.97,10.899
2024-08-27 10:00:00,782.86,10.777
2024-08-27 10:30:00,782.61,10.655
2024-08-27 11:00:00,782.53,10.537
2024-08-27 11:30:00,782.71,10.419
2024-08-27 12:00:00,782.71,10.304
2024-08-27 12:30:00,782.72,10.182
2024-08-27 13:00:00,782.93,10.061
2024-08-27 13:30:00,782.77,9.934
2024-08-27 14:00:00,782.66,9.808
2024-08-27 14:30:00,782.6,9.679
2024-08-27 15:00:00,782.54,9.55
2024-08-27 15:30:00,782.49,9.427
2024-08-27 16:00:00,782.16,9.321
2024-08-27 16:30:00,782.02,9.238
2024-08-27 17:00:00,781.97,9.24
2024-08-27 17:30:00,782.11,9.368
2024-08-27 18:00:00,782.22,9.505
2024-08-27 18:30:00,782.37,9.676
2024-08-27 19:00:00,782.62,9.921
2024-08-27 19:30:00,782.96,10.228
2024-08-27 20:00:00,783.42,10.621
2024-08-27 20:30:00,783.34,11.102
2024-08-27 21:00:00,783.63,11.576
2024-08-27 21:30:00,783.46,12.082
2024-08-27 22:00:00,783.3,12.538
2024-08-27 22:30:00,783.28,12.932
2024-08-27 23:00:00,783.43,13.261
2024-08-27 23:30:00,783.4,13.532
2024-08-28 00:00:00,783.4,13.752
2024-08-28 00:30:00,783.37,13.888
2024-08-28 01:00:00,783.34,13.94
2024-08-28 01:30:00,783.28,13.936
2024-08-28 02:00:00,783.22,13.875
2024-08-28 02:30:00,783.05,13.768
2024-08-28 03:00:00,782.91,13.635
2024-08-28 03:30:00,782.78,13.49
2024-08-28 04:00:00,782.78,13.339
2024-08-28 04:30:00,782.68,13.186
2024-08-28 05:00:00,782.55,13.036
2024-08-28 05:30:00,782.48,12.883
2024-08-28 06:00:00,782.29,12.73
2024-08-28 06:30:00,782.06,12.574
2024-08-28 07:00:00,781.93,12.421
2024-08-28 07:30:00,781.86,12.272
2024-08-28 08:00:00,781.71,12.124
2024-08-28 08:30:00,781.57,11.979
2024-08-28 09:00:00,781.46,11.83
2024-08-28 09:30:00,781.36,11.684
2024-08-28 10:00:00,781.35,11.548
2024-08-28 10:30:00,781.28,11.406
2024-08-28 11:00:00,781.11,11.27
2024-08-28 11:30:00,780.95,11.133
2024-08-28 12:00:00,781.21,10.999
2024-08-28 12:30:00,781.09,10.863
2024-08-28 13:00:00,781.07,10.727
2024-08-28 13:30:00,781.16,10.594
2024-08-28 14:00:00,781.32,10.46
2024-08-28 14:30:00,781.1,10.334
2024-08-28 15:00:00,780.95,10.209
2024-08-28 15:30:00,780.95,10.096
2024-08-28 16:00:00,780.64,9.999
2024-08-28 16:30:00,780.44,9.922
2024-08-28 17:00:00,780.32,9.929
2024-08-28 17:30:00,780.43,10.052
2024-08-28 18:00:00,780.59,10.184
2024-08-28 18:30:00,780.81,10.357
2024-08-28 19:00:00,781.0,10.585
2024-08-28 19:30:00,781.25,10.888
2024-08-28 20:00:00,781.75,11.274
2024-08-28 20:30:00,782.23,11.687
2024-08-28 21:00:00,782.36,12.155
2024-08-28 21:30:00,782.22,12.651
2024-08-28 22:00:00,782.22,13.076
2024-08-28 22:30:00,782.21,13.465
2024-08-28 23:00:00,781.4,13.783
2024-08-28 23:30:00,781.36,14.048
2024-08-29 00:00:00,781.55,14.246
2024-08-29 00:30:00,781.65,14.372
2024-08-29 01:00:00,781.51,14.433
2024-08-29 01:30:00,781.61,14.433
2024-08-29 02:00:00,781.63,14.37
2024-08-29 02:30:00,781.49,14.265
2024-08-29 03:00:00,781.43,14.132
2024-08-29 03:30:00,781.45,13.984
2024-08-29 04:00:00,781.52,13.831
2024-08-29 04:30:00,781.39,13.676
2024-08-29 05:00:00,781.35,13.524
2024-08-29 05:30:00,781.28,13.371
2024-08-29 06:00:00,781.24,13.218
2024-08-29 06:30:00,781.03,13.063
2024-08-29 07:00:00,781.01,12.909
2024-08-29 07:30:00,781.13,12.758
2024-08-29 08:00:00,781.02,12.608
2024-08-29 08:30:00,780.98,12.465
2024-08-29 09:00:00,781.01,12.324
2024-08-29 09:30:00,781.17,12.184
2024-08-29 10:00:00,780.84,12.049
2024-08-29 10:30:00,780.6,11.916
2024-08-29 11:00:00,780.52,11.784
2024-08-29 11:30:00,780.66,11.652
2024-08-29 12:00:00,780.48,11.519
2024-08-29 12:30:00,780.74,11.384
2024-08-29 13:00:00,780.52,11.251
2024-08-29 13:30:00,781.0,11.117
2024-08-29 14:00:00,781.4,10.987
2024-08-29 14:30:00,781.65,10.859
2024-08-29 15:00:00,781.87,10.736
2024-08-29 15:30:00,781.87,10.622
2024-08-29 16:00:00,782.07,10.524
2024-08-29 16:30:00,782.0,10.446
2024-08-29 17:00:00,781.96,10.471
2024-08-29 17:30:00,782.15,10.621
2024-08-29 18:00:00,782.28,10.754
2024-08-29 18:30:00,782.44,10.896
2024-08-29 19:00:00,782.63,11.095
2024-08-29 19:30:00,782.84,11.374
2024-08-29 20:00:00,783.3,11.709
2024-08-29 20:30:00,783.63,12.135
2024-08-29 21:00:00,783.56,12.601
2024-08-29 21:30:00,783.6,13.076
2024-08-29 22:00:00,783.62,13.519
2024-08-29 22:30:00,782.79,13.936
2024-08-29 23:00:00,782.81,14.303
2024-08-29 23:30:00,783.02,14.614
2024-08-30 00:00:00,783.17,14.841
2024-08-30 00:30:00,783.44,14.998
2024-08-30 01:00:00,783.64,15.078
2024-08-30 01:30:00,783.68,15.081
2024-08-30 02:00:00,783.64,15.031
2024-08-30 02:30:00,783.54,14.927
2024-08-30 03:00:00,783.4,14.793
2024-08-30 03:30:00,783.35,14.639
2024-08-30 04:00:00,783.27,14.473
2024-08-30 04:30:00,783.24,14.307
2024-08-30 05:00:00,783.17,14.142
2024-08-30 05:30:00,783.09,13.976
2024-08-30 06:00:00,782.98,13.808
2024-08-30 06:30:00,782.93,13.643
2024-08-30 07:00:00,782.91,13.48
2024-08-30 07:30:00,782.82,13.322
2024-08-30 08:00:00,782.67,13.167
2024-08-30 08:30:00,782.57,13.017
2024-08-30 09:00:00,782.53,12.865
2024-08-30 09:30:00,782.64,12.716
2024-08-30 10:00:00,782.47,12.569
2024-08-30 10:30:00,782.3,12.419
2024-08-30 11:00:00,782.25,12.278
2024-08-30 11:30:00,782.32,12.135
2024-08-30 12:00:00,782.14,11.995
2024-08-30 12:30:00,781.99,11.852
2024-08-30 13:00:00,782.16,11.715
2024-08-30 13:30:00,781.99,11.575
2024-08-30 14:00:00,782.74,11.434
2024-08-30 14:30:00,783.25,11.294
2024-08-30 15:00:00,783.42,11.161
2024-08-30 15:30:00,783.55,11.036
2024-08-30 16:00:00,783.79,10.929
2024-08-30 16:30:00,783.57,10.844
2024-08-30 17:00:00,783.52,10.861
2024-08-30 17:30:00,783.64,10.991
2024-08-30 18:00:00,783.83,11.116
2024-08-30 18:30:00,783.99,11.261
2024-08-30 19:00:00,784.22,11.464
2024-08-30 19:30:00,784.4,11.729
2024-08-30 20:00:00,784.85,12.076
2024-08-30 20:30:00,785.24,12.481
2024-08-30 21:00:00,785.29,12.905
2024-08-30 21:30:00,785.36,13.27
2024-08-30 22:00:00,785.34,13.545
2024-08-30 22:30:00,785.34,13.77
2024-08-30 23:00:00,785.21,13.961
2024-08-30 23:30:00,784.26,14.119
2024-08-31 00:00:00,784.37,14.234
2024-08-31 00:30:00,784.37,14.312
2024-08-31 01:00:00,784.4,14.35
2024-08-31 01:30:00,784.33,14.347
2024-08-31 02:00:00,784.36,14.307
2024-08-31 02:30:00,784.38,14.229
2024-08-31 03:00:00,784.45,14.118
2024-08-31 03:30:00,784.49,13.985
2024-08-31 04:00:00,784.56,13.845
2024-08-31 04:30:00,784.44,13.706
2024-08-31 05:00:00,784.4,13.567
2024-08-31 05:30:00,784.39,13.431
2024-08-31 06:00:00,784.26,13.288
2024-08-31 06:30:00,783.99,13.149
2024-08-31 07:00:00,783.95,13.008
2024-08-31 07:30:00,783.88,12.866
2024-08-31 08:00:00,783.89,12.725
2024-08-31 08:30:00,783.7,12.588
2024-08-31 09:00:00,783.32,12.449
2024-08-31 09:30:00,782.96,12.315
2024-08-31 10:00:00,782.71,12.183
2024-08-31 10:30:00,782.41,12.055
2024-08-31 11:00:00,782.13,11.929
2024-08-31 11:30:00,782.64,11.805
2024-08-31 12:00:00,782.67,11.681
2024-08-31 12:30:00,782.7,11.56
2024-08-31 13:00:00,782.89,11.439
2024-08-31 13:30:00,783.27,11.318
2024-08-31 14:00:00,783.47,11.199
2024-08-31 14:30:00,783.2,11.082
2024-08-31 15:00:00,782.94,10.965
2024-08-31 15:30:00,782.7,10.858
2024-08-31 16:00:00,782.54,10.764
2024-08-31 16:30:00,783.18,10.689
2024-08-31 17:00:00,783.3,10.719
2024-08-31 17:30:00,783.41,10.865
2024-08-31 18:00:00,783.58,11.004
2024-08-31 18:30:00,783.46,11.155
2024-08-31 19:00:00,783.26,11.361
2024-08-31 19:30:00,782.94,11.646
2024-08-31 20:00:00,783.35,12.008
2024-08-31 20:30:00,783.82,12.372
2024-08-31 21:00:00,784.22,12.779
2024-08-31 21:30:00,784.2,13.181
2024-08-31 22:00:00,784.15,13.543
2024-08-31 22:30:00,783.52,13.883
2024-08-31 23:00:00,783.63,14.192
2024-08-31 23:30:00,783.67,14.41
2024-09-01 00:00:00,783.77,14.543
2024-09-01 00:30:00,783.81,14.615
2024-09-01 01:00:00,784.0,14.625
2024-09-01 01:30:00,783.83,14.566
2024-09-01 02:00:00,783.59,14.469
2024-09-01 02:30:00,783.46,14.345
2024-09-01 03:00:00,783.37,14.196
2024-09-01 03:30:00,783.45,14.034
2024-09-01 04:00:00,783.42,13.855
2024-09-01 04:30:00,783.34,13.684
2024-09-01 05:00:00,783.16,13.518
2024-09-01 05:30:00,783.01,13.356
2024-09-01 06:00:00,782.86,13.194
2024-09-01 06:30:00,782.64,13.039
2024-09-01 07:00:00,782.57,12.887
2024-09-01 07:30:00,782.83,12.741
2024-09-01 08:00:00,782.55,12.595
2024-09-01 08:30:00,782.18,12.453
2024-09-01 09:00:00,781.97,12.311
2024-09-01 09:30:00,781.74,12.174
2024-09-01 10:00:00,781.78,12.037
2024-09-01 10:30:00,781.46,11.901
2024-09-01 11:00:00,781.19,11.771
2024-09-01 11:30:00,781.17,11.642
2024-09-01 12:00:00,781.04,11.513
2024-09-01 12:30:00,780.78,11.385
2024-09-01 13:00:00,781.32,11.26
2024-09-01 13:30:00,781.43,11.135
2024-09-01 14:00:00,781.66,11.01
2024-09-01 14:30:00,781.76,10.889
2024-09-01 15:00:00,781.96,10.771
2024-09-01 15:30:00,782.0,10.661
2024-09-01 16:00:00,781.74,10.562
2024-09-01 16:30:00,781.6,10.489
2024-09-01 17:00:00,781.6,10.529
2024-09-01 17:30:00,781.69,10.665
2024-09-01 18:00:00,781.84,10.778
2024-09-01 18:30:00,781.95,10.92
2024-09-01 19:00:00,782.1,11.118
2024-09-01 19:30:00,782.42,11.378
2024-09-01 20:00:00,782.72,11.696
2024-09-01 20:30:00,783.19,12.078
2024-09-01 21:00:00,783.7,12.505
2024-09-01 21:30:00,783.72,12.947
2024-09-01 22:00:00,783.62,13.36
2024-09-01 22:30:00,782.71,13.702
2024-09-01 23:00:00,782.68,14.021
2024-09-01 23:30:00,782.65,14.261
2024-09-02 00:00:00,782.67,14.445
2024-09-02 00:30:00,782.7,14.568
2024-09-02 01:00:00,782.68,14.626
2024-09-02 01:30:00,782.58,14.625
2024-09-02 02:00:00,782.46,14.571
2024-09-02 02:30:00,782.27,14.47
2024-09-02 03:00:00,782.1,14.341
2024-09-02 03:30:00,781.9,14.196
2024-09-02 04:00:00,781.83,14.039
2024-09-02 04:30:00,781.7,13.878
2024-09-02 05:00:00,781.6,13.714
2024-09-02 05:30:00,781.63,13.556
2024-09-02 06:00:00,781.55,13.395
2024-09-02 06:30:00,781.55,13.24
2024-09-02 07:00:00,781.46,13.079
2024-09-02 07:30:00,781.28,12.923
2024-09-02 08:00:00,781.09,12.771
2024-09-02 08:30:00,781.0,12.621
2024-09-02 09:00:00,780.82,12.478
2024-09-02 09:30:00,780.47,12.334
2024-09-02 10:00:00,780.2,12.198
2024-09-02 10:30:00,779.92,12.061
2024-09-02 11:00:00,779.97,11.928
2024-09-02 11:30:00,779.71,11.797
2024-09-02 12:00:00,779.43,11.667
2024-09-02 12:30:00,779.25,11.542
2024-09-02 13:00:00,779.4,11.418
2024-09-02 13:30:00,779.66,11.296
2024-09-02 14:00:00,780.09,11.174
2024-09-02 14:30:00,780.34,11.055
2024-09-02 15:00:00,780.59,10.943
2024-09-02 15:30:00,780.81,10.843
2024-09-02 16:00:00,780.94,10.76
2024-09-02 16:30:00,780.81,10.69
2024-09-02 17:00:00,780.77,10.691
2024-09-02 17:30:00,780.82,10.774
2024-09-02 18:00:00,780.83,10.847
2024-09-02 18:30:00,780.95,10.952
2024-09-02 19:00:00,781.08,11.074
2024-09-02 19:30:00,781.17,11.258
2024-09-02 20:00:00,781.59,11.516
2024-09-02 20:30:00,781.95,11.804
2024-09-02 21:00:00,782.3,12.066
2024-09-02 21:30:00,782.5,12.313
2024-09-02 22:00:00,782.44,12.572
2024-09-02 22:30:00,782.58,12.826
2024-09-02 23:00:00,782.61,13.043
2024-09-02 23:30:00,782.53,13.219
2024-09-03 00:00:00,782.57,13.349
2024-09-03 00:30:00,782.48,13.43
2024-09-03 01:00:00,781.42,13.464
2024-09-03 01:30:00,781.27,13.456
2024-09-03 02:00:00,781.12,13.404
2024-09-03 02:30:00,781.06,13.326
2024-09-03 03:00:00,781.01,13.215
2024-09-03 03:30:00,781.08,13.092
2024-09-03 04:00:00,781.13,12.963
2024-09-03 04:30:00,781.14,12.832
2024-09-03 05:00:00,781.1,12.7
2024-09-03 05:30:00,781.19,12.573
2024-09-03 06:00:00,781.15,12.45
2024-09-03 06:30:00,781.05,12.327
2024-09-03 07:00:00,780.83,12.21
2024-09-03 07:30:00,780.57,12.097
2024-09-03 08:00:00,780.25,11.984
2024-09-03 08:30:00,779.99,11.872
2024-09-03 09:00:00,779.7,11.764
2024-09-03 09:30:00,779.51,11.653
2024-09-03 10:00:00,780.0,11.543
2024-09-03 10:30:00,780.26,11.427
2024-09-03 11:00:00,780.36,11.318
2024-09-03 11:30:00,780.46,11.204
2024-09-03 12:00:00,780.62,11.087
2024-09-03 12:30:00,780.89,10.973
2024-09-03 13:00:00,780.94,10.856
2024-09-03 13:30:00,780.78,10.744
2024-09-03 14:00:00,780.65,10.634
2024-09-03 14:30:00,780.96,10.524
2024-09-03 15:00:00,781.21,10.413
2024-09-03 15:30:00,781.31,10.31
2024-09-03 16:00:00,781.55,10.224
2024-09-03 16:30:00,781.73,10.159
2024-09-03 17:00:00,781.96,10.218
2024-09-03 17:30:00,782.02,10.37
2024-09-03 18:00:00,782.18,10.498
2024-09-03 18:30:00,782.08,10.639
2024-09-03 19:00:00,782.1,10.835
2024-09-03 19:30:00,782.05,11.107
2024-09-03 20:00:00,782.09,11.454
2024-09-03 20:30:00,782.13,11.834
2024-09-03 21:00:00,782.33,12.267
2024-09-03 21:30:00,783.0,12.708
2024-09-03 22:00:00,783.57,13.144
2024-09-03 22:30:00,783.56,13.511
2024-09-03 23:00:00,783.59,13.839
2024-09-03 23:30:00,783.66,14.117
2024-09-04 00:00:00,782.86,14.307
2024-09-04 00:30:00,782.99,14.439
2024-09-04 01:00:00,783.15,14.512
2024-09-04 01:30:00,783.13,14.517
2024-09-04 02:00:00,783.09,14.466
2024-09-04 02:30:00,783.06,14.364
2024-09-04 03:00:00,782.86,14.235
2024-09-04 03:30:00,782.72,14.083
2024-09-04 04:00:00,782.68,13.925
2024-09-04 04:30:00,782.68,13.764
2024-09-04 05:00:00,782.61,13.602
2024-09-04 05:30:00,782.52,13.44
2024-09-04 06:00:00,782.49,13.277
2024-09-04 06:30:00,782.58,13.112
2024-09-04 07:00:00,782.58,12.953
2024-09-04 07:30:00,782.5,12.799
2024-09-04 08:00:00,782.16,12.65
2024-09-04 08:30:00,781.86,12.503
2024-09-04 09:00:00,781.56,12.359
2024-09-04 09:30:00,781.36,12.221
2024-09-04 10:00:00,781.92,12.084
2024-09-04 10:30:00,781.96,11.95
2024-09-04 11:00:00,782.01,11.817
2024-09-04 11:30:00,782.02,11.686
2024-09-04 12:00:00,782.24,11.556
2024-09-04 12:30:00,782.43,11.426
2024-09-04 13:00:00,782.33,11.301
2024-09-04 13:30:00,782.13,11.179
2024-09-04 14:00:00,782.12,11.056
2024-09-04 14:30:00,782.83,10.936
2024-09-04 15:00:00,782.98,10.82
2024-09-04 15:30:00,783.13,10.71
2024-09-04 16:00:00,783.28,10.617
2024-09-04 16:30:00,783.29,10.539
2024-09-04 17:00:00,783.5,10.594
2024-09-04 17:30:00,783.53,10.741
2024-09-04 18:00:00,783.51,10.869
2024-09-04 18:30:00,783.49,11.003
2024-09-04 19:00:00,783.58,11.19
2024-09-04 19:30:00,783.62,11.451
2024-09-04 20:00:00,783.66,11.775
2024-09-04 20:30:00,783.86,12.151
2024-09-04 21:00:00,783.94,12.602
2024-09-04 21:30:00,784.49,13.082
2024-09-04 22:00:00,785.05,13.49
2024-09-04 22:30:00,785.56,13.872
2024-09-04 23:00:00,785.68,14.204
2024-09-04 23:30:00,785.83,14.47
2024-09-05 00:00:00,785.92,14.688
2024-09-05 00:30:00,785.33,14.829
2024-09-05 01:00:00,785.41,14.908
2024-09-05 01:30:00,785.48,14.933
2024-09-05 02:00:00,785.47,14.895
2024-09-05 02:30:00,785.44,14.813
2024-09-05 03:00:00,785.4,14.696
2024-09-05 03:30:00,785.33,14.56
2024-09-05 04:00:00,785.4,14.414
2024-09-05 04:30:00,785.39,14.265
2024-09-05 05:00:00,785.31,14.11
2024-09-05 05:30:00,785.32,13.959
2024-09-05 06:00:00,785.31,13.806
2024-09-05 06:30:00,785.13,13.654
2024-09-05 07:00:00,784.96,13.5
2024-09-05 07:30:00,784.91,13.348
2024-09-05 08:00:00,784.77,13.196
2024-09-05 08:30:00,784.46,13.042
2024-09-05 09:00:00,784.17,12.89
2024-09-05 09:30:00,784.01,12.738
2024-09-05 10:00:00,784.55,12.585
2024-09-05 10:30:00,784.67,12.436
2024-09-05 11:00:00,784.62,12.288
2024-09-05 11:30:00,784.64,12.139
2024-09-05 12:00:00,784.81,11.995
2024-09-05 12:30:00,784.85,11.851
2024-09-05 13:00:00,785.02,11.714
2024-09-05 13:30:00,785.03,11.583
